hash,date,hour,author,type,area,subject
3fb6fb4e9,2026-01-08,13,Endy Muhardin,refactor,main-java,refactor(code-quality): fix Impact HIGH and MEDIUM SonarCloud issues
87a8960ec,2026-01-08,13,Endy Muhardin,refactor,main-java,refactor(controller): extract timestamp attribute constant
816ad5f8b,2026-01-08,13,Endy Muhardin,refactor,main-java,refactor(code-quality): fix string duplications in report services
b1d1462ed,2026-01-08,12,Endy Muhardin,fix,main-java,fix(code-quality): resolve additional transactional self-call issues
19cf392b9,2026-01-08,12,Endy Muhardin,refactor,main-java,refactor(code-quality): fix string literal duplications in services
220f1550b,2026-01-08,12,Endy Muhardin,fix,main-java,fix(code-quality): resolve remaining transactional self-call issues
8d7176ffc,2026-01-08,11,Endy Muhardin,refactor,main-java,refactor(code-quality): update remaining controllers to use ViewConstants
cce373b5c,2026-01-08,11,Endy Muhardin,refactor,main-java,refactor(code-quality): add ViewConstants to reduce string duplications
2b9722551,2026-01-08,9,Endy Muhardin,fix,main-java,fix(code-quality): resolve CRITICAL SonarCloud issues
1a44bfbd1,2026-01-08,9,Endy Muhardin,test,test,test(assertions): fix BLOCKER SonarCloud issues - missing assertions
ff1a588bf,2026-01-08,9,Endy Muhardin,refactor,main-java,refactor(code-quality): reduce DataImportService complexity
402b7aa72,2026-01-08,8,Endy Muhardin,refactor,main-java,refactor(code-quality): reduce complexity - batch 3
424ea2479,2026-01-08,8,Endy Muhardin,refactor,main-java,refactor(code-quality): reduce cognitive complexity in ReportService
4358010c9,2026-01-08,8,Endy Muhardin,refactor,main-java,refactor(code-quality): reduce cognitive complexity - batch 2
e8689a29f,2026-01-08,7,Endy Muhardin,refactor,main-java,refactor(code-quality): reduce cognitive complexity in 3 services
9fd5b7793,2026-01-08,6,Endy Muhardin,refactor,test,refactor(code-quality): fix additional SonarCloud MINOR findings
55a47f2cb,2026-01-08,6,Endy Muhardin,refactor,frontend,refactor(code-quality): fix SonarCloud MINOR findings
2c3ba8581,2026-01-08,5,Endy Muhardin,refactor,main-java,refactor(code-quality): fix SonarCloud top priority findings
dc0d70e79,2026-01-06,21,Endy Muhardin,fix,seed-data,fix(seed-data): add is_permanent column to COA seed files
eadfffdd0,2026-01-06,7,Endy Muhardin,feat,test,feat(accounts): auto-suggest permanent field based on account type
89527fed0,2026-01-05,20,Endy Muhardin,fix,test,fix(accounts): resolve edit form validation and field persistence bugs
bdccb04aa,2026-01-05,11,Endy Muhardin,other,deploy,revert(infra): simplify JVM settings back to ZGC
b6bd1cef5,2026-01-05,10,Endy Muhardin,fix,main-java,fix(code-quality): resolve SonarCloud findings
e910ebfd5,2026-01-05,10,Endy Muhardin,fix,build-other,fix(test): add JVM args for Mockito/ByteBuddy on Java 25
124debb18,2026-01-04,18,Endy Muhardin,fix,main-java,fix(security): add nosemgrep comments to suppress false positives
42077ab2e,2026-01-04,14,Endy Muhardin,fix,main-java,fix(security): suppress CSRF hotspot for error controller
6b3a85d8e,2026-01-04,11,Endy Muhardin,fix,frontend,fix(security): resolve SonarCloud security hotspots
163f26649,2026-01-04,11,Endy Muhardin,fix,main-java,fix(code-quality): resolve SonarCloud issues
f25aa5fc2,2026-01-04,7,Endy Muhardin,fix,main-java,fix(security): add explicit HTML escaping for exception messages
dfb2d5cd9,2026-01-04,7,Endy Muhardin,fix,main-java,fix(security): eliminate SQL string concatenation in DataImportService
8a845dfa5,2026-01-04,6,Endy Muhardin,fix,main-java,fix(security): resolve CodeQL and Semgrep alerts
80cb7620f,2026-01-04,5,Endy Muhardin,fix,ci,fix(ci): fix semgrep rule exclusion syntax
e6d04de1a,2026-01-04,5,Endy Muhardin,fix,ci,fix(ci): skip semgrep SARIF upload when file doesn't exist
9633ddf02,2026-01-04,5,Endy Muhardin,fix,build-other,fix(deps): resolve high severity dependency vulnerabilities
2a9a8517b,2026-01-04,4,Endy Muhardin,fix,main-java,fix(code-quality): resolve remaining CodeQL alerts
95d667c04,2026-01-04,4,Endy Muhardin,fix,main-java,fix(code-quality): fix test failures from unmodifiable collection pattern
755e51268,2026-01-03,23,Endy Muhardin,fix,main-java,fix(code-quality): address CodeQL alerts for code quality issues
e4fdf7444,2026-01-03,23,Endy Muhardin,fix,main-java,fix(security): add log-injection protection with LogSanitizer
828e0e7ef,2026-01-03,22,Endy Muhardin,fix,ci,fix(ci): exclude Python/generic rules from Semgrep scan
c565f2cb6,2026-01-03,22,Endy Muhardin,fix,ci,fix(ci): add Codecov token for protected branch upload
eb8f282cb,2026-01-03,22,Endy Muhardin,chore,build-other,chore: prepare for next development iteration
77b46cf55,2026-01-03,22,Endy Muhardin,release,docs,release: bump version to 2026.01-RELEASE
a3a7d7235,2026-01-03,20,Endy Muhardin,fix,test,fix(ci): remove remaining IS_CI/DAST_ENABLED check in setupZap
b0b4d6b4c,2026-01-03,20,Endy Muhardin,ci,ci,ci: consolidate workflows and enable DAST on every test run
a6aa819e9,2026-01-03,14,Endy Muhardin,fix,build-other,fix(build): correct Maven wrapper version to 3.9.9
9b8d41ccb,2026-01-03,11,Endy Muhardin,docs,docs,docs: update documentation with PostgreSQL 18 and capacity planning
dd7d9e52d,2026-01-03,10,Endy Muhardin,fix,deploy,fix(ansible): resolve deployment issues found during production upgrade
c9d8cb05d,2026-01-03,10,Endy Muhardin,other,deploy,infra: upgrade PostgreSQL 18 and optimize stack for 2GB VPS
11a894700,2025-12-29,7,Endy Muhardin,other,build-other,upgrade to spring boot 4.0.1
2836b0827,2025-12-28,23,Endy Muhardin,fix,build-other,fix(spotbugs): exclude error controller CSRF false positive
85cd4a5b5,2025-12-28,23,Endy Muhardin,docs,build-other,docs: update documentation with DAST graybox testing improvements
a6f01537f,2025-12-28,22,Endy Muhardin,fix,main-java,fix(security): address DAST findings and improve CSP header coverage
bd6d43eb2,2025-12-28,20,Endy Muhardin,refactor,test,refactor(security): use graybox endpoint enumeration for DAST tests
8c59b9b99,2025-12-28,17,Endy Muhardin,feat,test,feat(security): enhance DAST test with comprehensive coverage
d20d45ded,2025-12-28,16,Endy Muhardin,chore,build-other,chore: remove obsolete session summary files
115fe1fdd,2025-12-28,15,Endy Muhardin,fix,build-other,fix(deps): update zap-clientapi to 1.17.0 for ZAP 2.17.0 compatibility
e439e69e0,2025-12-27,21,Endy Muhardin,chore,build-other,chore: prepare for next development iteration
072bb67ed,2025-12-27,20,Endy Muhardin,release,docs,release: bump version to 2025.12.7-RELEASE
9bfea8126,2025-12-27,17,Endy Muhardin,fix,templates,fix(ui): add actual balance validation to journal preview
a60b01485,2025-12-27,17,Endy Muhardin,fix,main-java,fix(ui): sort chart of accounts children by account code
fa64f71fd,2025-12-27,15,Endy Muhardin,feat,test,feat(tax): add tax profile page for company tax classification
3fea42323,2025-12-27,6,Endy Muhardin,fix,test,fix(ui): resolve race condition in transaction form preview
08e40f20a,2025-12-27,5,Endy Muhardin,feat,templates,feat(ui): show D/K accounts in template selection on transaction form
145552374,2025-12-27,5,Endy Muhardin,fix,templates,fix(ui): display all page numbers in transaction list pagination
42bc050a3,2025-12-26,11,Endy Muhardin,feat,main-java,feat(templates): implement template versioning and add template info to transaction detail
ee8cf8bdf,2025-12-25,17,Endy Muhardin,fix,test,fix(docs): add missing payroll sections to UserManualGenerator
c1766b988,2025-12-25,14,Endy Muhardin,fix,test,fix(test): fix ServicePayrollLifecycleTest assertions and bank selection
a37eb6009,2025-12-25,1,Claude,docs,docs,docs(payroll): enhance user manual with complete payroll lifecycle guide
327ab2458,2025-12-25,7,Endy Muhardin,chore,build-other,chore: prepare for next development iteration
6a893a4b7,2025-12-25,7,Endy Muhardin,release,docs,release: bump version to 2025.12.6-RELEASE
a30fc0b4d,2025-12-24,22,Endy Muhardin,refactor,templates,refactor(csp): add nonces to all inline scripts and fix CSP violations
727e9591b,2025-12-24,19,Endy Muhardin,chore,frontend,chore(deps): upgrade htmx from 2.0.4 to 2.0.7
8ba6a84ea,2025-12-24,19,Endy Muhardin,refactor,test,refactor(csp): upgrade Alpine.js to 3.15.3 and fix CSP compatibility
977cdbd97,2025-12-24,13,Endy Muhardin,test,test,test: remove debug logging from UserPermissionIntegrationTest
043212098,2025-12-24,13,Endy Muhardin,refactor,templates,refactor(security): eliminate unsafe-inline from CSP for styles
2e049e4cb,2025-12-23,21,Endy Muhardin,chore,build-other,chore: prepare for next development iteration
78be9058c,2025-12-23,21,Endy Muhardin,release,docs,release: bump version to 2025.12.5-RELEASE
3dec6e949,2025-12-23,12,Claude,fix,build-other,fix(ci): remove spring-datasource-password rule causing false positives
82c17a14e,2025-12-23,12,Claude,fix,build-other,fix(ci): remove invalid entropy config from gitleaks
f6eea02f1,2025-12-23,12,Claude,fix,ci,fix(ci): replace gitleaks-action with CLI to avoid license requirement
32ed5cefb,2025-12-23,18,Endy Muhardin,fix,test,fix(dast): replace deprecated core.htmlreport with reports.generate
806539477,2025-12-23,18,Endy Muhardin,fix,frontend,fix(csp): make Alpine.js fully CSP-compatible
d7fe8dd9f,2025-12-23,13,Endy Muhardin,fix,frontend,fix(security): implement CSP nonces and fix DAST vulnerabilities
5b3fa03f6,2025-12-23,11,Endy Muhardin,docs,docs,docs: remove unimplemented nuclei scanner from plan
6e4f9d635,2025-12-23,11,Endy Muhardin,docs,build-other,docs: update CLAUDE.md with SpotBugs audit completion
a0c34aff7,2025-12-23,11,Endy Muhardin,docs,docs,docs: update documentation for completed SpotBugs security audit
2747f0744,2025-12-23,10,Endy Muhardin,docs,build-other,docs(security): add SpotBugs exclusions for Spring DI false positives
b0584aca5,2025-12-23,10,Endy Muhardin,other,build-other,ignore log files
2b9f72512,2025-12-23,10,Endy Muhardin,fix,main-java,fix(code-quality): fix final 2 SpotBugs issues
81e07d8ce,2025-12-23,10,Endy Muhardin,refactor,main-java,refactor(code-quality): replace static fields with instance fields in converter
f211df719,2025-12-23,10,Endy Muhardin,fix,main-java,fix(code-quality): add null checks for potential NPE issues
e8959a692,2025-12-23,9,Endy Muhardin,fix,main-java,fix(code-quality): use platform-independent newline in format strings
5177e5b3f,2025-12-23,9,Endy Muhardin,refactor,main-java,refactor(code-quality): fix SpotBugs style issues
757e7721f,2025-12-23,9,Endy Muhardin,fix,main-java,fix(security): specify explicit UTF-8 charset in encryption services
5a5609431,2025-12-23,9,Endy Muhardin,feat,templates,feat(ui): replace template dropdown with autocomplete search
e96f18841,2025-12-23,9,Endy Muhardin,feat,build-other,feat(security): fix all critical SpotBugs security vulnerabilities
c8ad5d060,2025-12-23,7,Endy Muhardin,feat,build-other,feat(security): implement DevSecOps quick wins and re-enable SpotBugs for Java 25
123fd757a,2025-12-18,10,Endy Muhardin,chore,build-other,chore: prepare for next development iteration
78782b120,2025-12-18,9,Endy Muhardin,release,docs,release: bump version to 2025.12.4-RELEASE
ce47f4974,2025-12-18,6,Endy Muhardin,fix,templates,fix(ui): make transaction table responsive for mobile
89bfe6fa4,2025-12-17,23,Endy Muhardin,fix,templates,fix(ui): fix invalid HTML structure causing row duplication in transaction list
44f9884f7,2025-12-17,20,Endy Muhardin,fix,main-java,fix(templates): resolve detached entity error when creating/duplicating templates
50fb27cad,2025-12-17,16,Endy Muhardin,feat,templates,feat(ui): add frontend double-submission prevention to transaction form
f56d993bb,2025-12-17,11,Endy Muhardin,feat,templates,feat(ui): auto-reload transaction list after Quick Transaction submission
343e65807,2025-12-17,11,Endy Muhardin,fix,templates,fix(ui): fix draft transaction edit form variable scope in Thymeleaf
1ebd759db,2025-12-17,10,Endy Muhardin,feat,test,feat(security): implement optimistic locking to prevent double-submission
1d8bddb5f,2025-12-16,23,Endy Muhardin,fix,templates,fix(security): resolve two security regression test failures
93b9f0ce2,2025-12-16,21,Endy Muhardin,feat,templates,feat(ui): improve quick transaction modal UX
361f951e7,2025-12-16,20,Endy Muhardin,fix,templates,fix(ui): fix quick transaction form submission and HTMX loading
2c2a4ef22,2025-12-16,20,Endy Muhardin,feat,test,feat(ui): add quick transaction FAB with smart template picker
98fdfcf25,2025-12-16,19,Endy Muhardin,fix,main-java,fix(ui): preselect previously chosen accounts in draft transaction edit form
f2beda961,2025-12-16,18,Endy Muhardin,fix,main-java,fix(import): trim whitespace from CSV field values
dc24a02d2,2025-12-16,18,Endy Muhardin,fix,templates,fix(ui): display journal preview for draft transactions in detail view
4eaf1a822,2025-12-15,9,Endy Muhardin,fix,test,fix(test): isolate SellerTransactionExecutionTest context to prevent state sharing
9744953cb,2025-12-14,22,Endy Muhardin,build,build-other,build: add Ubuntu setup script for test environment configuration
66479b1eb,2025-12-13,7,Endy Muhardin,fix,test,fix(docs): fix education industry manual issues on live site
02b691c72,2025-12-13,6,Endy Muhardin,docs,docs,docs: clarify that GitHub Actions auto-creates releases
b82a6902d,2025-12-12,23,Endy Muhardin,chore,build-other,chore: prepare for next development iteration
fe5405a64,2025-12-12,23,Endy Muhardin,release,docs,release: bump version to 2025.12.3-RELEASE
982706c27,2025-12-12,22,Endy Muhardin,docs,docs,docs: complete education industry manual and update all documentation
b85b4ca29,2025-12-12,21,Endy Muhardin,test,test,test(campus): implement Phase 4 of functional test revamp
cd4b9a4dc,2025-12-12,21,Endy Muhardin,fix,test,fix(tests): navigate directly to user form instead of clicking
656060110,2025-12-12,20,Endy Muhardin,fix,test,fix(tests): use admin login for self-service screenshot tests
512242a3d,2025-12-12,19,Endy Muhardin,fix,test,fix(docs): add missing screenshots and fix BPJS table rendering
8f176c184,2025-12-12,18,Endy Muhardin,fix,test,fix(tests): standardize report screenshot names to use singular form
2be3a579d,2025-12-12,18,Endy Muhardin,fix,docs,fix(docs): fix inconsistent screenshot filenames in user manual
c1d24b4d8,2025-12-12,16,Endy Muhardin,fix,test,fix(docs): fix broken image links and add screenshot capture to functional tests
444449860,2025-12-12,10,Endy Muhardin,refactor,test,refactor(tests): eliminate all text-based locators from functional tests
e54a1a627,2025-12-12,9,Endy Muhardin,docs,docs,docs(manual): complete manufacturing industry user manual (09-industri-manufaktur.md)
0a722b857,2025-12-12,9,Endy Muhardin,docs,docs,docs: update status for Phase 5 manufacturing tests and coffee shop seed pack
ad7268c5b,2025-12-12,8,Endy Muhardin,feat,test,feat(manufacturing): add coffee shop seed data and refactor tests with data-testid
125197472,2025-12-12,6,Endy Muhardin,other,docs,update functional test creation plan
41d1d7c33,2025-12-12,6,Endy Muhardin,docs,docs,docs: add CSV-specific transaction walkthroughs for Service and Seller industries
b1fb0c677,2025-12-11,23,Endy Muhardin,refactor,test,refactor(manual): move screenshots from docs/ to target/
083bf4959,2025-12-11,23,Endy Muhardin,docs,docs,docs: update user manual guidelines with target/ screenshot strategy
077bd14ea,2025-12-11,22,Endy Muhardin,fix,test,fix(tests): add V800 to integration tests and fix SecurityRegressionTest profile
a828c81c5,2025-12-11,21,Endy Muhardin,refactor,test,refactor(tests): reorganize test migrations and fix data loading
323fdf628,2025-12-11,21,Endy Muhardin,docs,docs,docs: update test data architecture in plan document
63995bd9a,2025-12-11,19,Endy Muhardin,refactor,test,refactor(tests): convert ServiceReportsTest to CSV-driven architecture
a58ef588f,2025-12-11,18,Endy Muhardin,docs,docs,docs: add test independence and CSV-driven architecture patterns
b4dac4209,2025-12-11,16,Endy Muhardin,other,test,WIP functional test revamp
eed951514,2025-12-11,15,Endy Muhardin,feat,test,feat(tests): add service industry functional tests with data verification
54894a2db,2025-12-11,10,Endy Muhardin,other,test,Fix user manual section extraction to prevent duplication and ensure complete content
aca459cf9,2025-12-11,9,Endy Muhardin,docs,docs,docs(user-manual): remove old 43-file structure
a7c24a314,2025-12-11,9,Endy Muhardin,docs,docs,docs(user-manual): implement new 12-section structure
15c32014c,2025-12-11,9,Endy Muhardin,docs,docs,docs: add user manual creation guidelines
bbbc5bc34,2025-12-11,9,Endy Muhardin,other,docs,"user manual creation guideline, draft version"
dbebb7d18,2025-12-11,8,Endy Muhardin,fix,test,fix(tests): resolve CI failures for security and screenshot tests
c2e075190,2025-12-11,6,Endy Muhardin,feat,test,feat(tests): add Online Seller Industry functional tests (Phase 2)
fdd493e39,2025-12-11,6,Endy Muhardin,feat,test,feat(tests): add Service Industry functional tests (Phase 1)
9cee90aab,2025-12-11,4,Endy Muhardin,refactor,test,refactor(tests): clean slate for multi-industry test architecture
e6183c351,2025-12-11,3,Endy Muhardin,docs,docs,docs: add screenshot capture for user manual updates
a1f056e13,2025-12-11,3,Endy Muhardin,docs,docs,docs: add campus industry (STMIK Tazkia) to test revamp plan
3534f8b39,2025-12-10,21,Endy Muhardin,docs,docs,docs: add functional test architecture revamp plan
67091fdad,2025-12-10,20,Endy Muhardin,fix,test,fix(tests): rename V004a migration and update template counts
de7351143,2025-12-10,18,Endy Muhardin,other,seed-data,"unfinished feature, CI will be failed"
9cc7401e4,2025-12-10,13,Endy Muhardin,feat,build-other,feat(seed): add multi-industry seed data support
df452ba3d,2025-12-10,10,Endy Muhardin,fix,build-other,fix(docs): correct migration count in CLAUDE.md
67188788d,2025-12-10,9,Endy Muhardin,release,docs,release: bump version to 2025.12.2-RELEASE
be3bedb9f,2025-12-10,7,Endy Muhardin,fix,test,fix(tests): update tests for consolidated transaction form
3134dc099,2025-12-09,23,Endy Muhardin,refactor,main-java,refactor(transactions): consolidate template execute into transaction form
f8406cf87,2025-12-09,19,Endy Muhardin,chore,deploy,chore: add gcp-credentials.json and get-pip.py to gitignore
72f777ea1,2025-12-09,16,Endy Muhardin,fix,templates,fix(ui): improve journal preview account code styling
d087e248f,2025-12-09,15,Endy Muhardin,fix,build-other,fix(seed-data): change template_type to DETAILED for multi-variable templates
eed23b191,2025-12-09,15,Endy Muhardin,fix,templates,fix(ui): improve dashboard spacing between KPI cards and content sections
419499a42,2025-12-09,15,Endy Muhardin,chore,deploy,chore: add gcp-credentials.yml to gitignore
a0fd06d14,2025-12-09,10,Endy Muhardin,test,test,test(payroll): add integration tests for PayrollService#postPayroll
061facdc4,2025-12-08,21,Endy Muhardin,other,main-java,Fix transaction form preview and sequence number issues
f4066abc2,2025-12-08,19,Endy Muhardin,refactor,build-other,refactor(seed-data): improve tax expense account structure
e7e189f93,2025-12-08,19,Endy Muhardin,docs,docs,docs: add scenarios for delayed tax payments to user manuals
621d100ac,2025-12-08,18,Endy Muhardin,other,build-other,ignore macos file
b31d3a308,2025-12-08,18,Endy Muhardin,feat,build-other,feat(seed-data): add initial balance transaction and flexible bank templates
1fada3c6b,2025-12-08,16,Endy Muhardin,other,docs,Bump version to 2025.12.1-RELEASE
a0c8adda9,2025-12-08,16,Endy Muhardin,other,build-other,Remove isFavorite field from JournalTemplate entity
2dc88315b,2025-12-08,11,Endy Muhardin,other,main-java,Fix favorites filter and deprecate template-level isFavorite field
b66ee5976,2025-12-08,9,Endy Muhardin,other,main-java,Remove unused JournalEntryStatus enum
f5cc19b99,2025-12-08,8,Endy Muhardin,other,templates,Redirect to transaction detail after template execution
3a81edc03,2025-12-08,6,Endy Muhardin,other,main-java,Improve transaction list ordering consistency
85dec85d2,2025-12-08,5,Endy Muhardin,other,frontend,Fix DetailedTemplatePreviewTest to select dynamic accounts
a5181030f,2025-12-07,22,Endy Muhardin,other,main-java,Fix journal entry ordering in Buku Besar view
dbe8f0184,2025-12-07,22,Endy Muhardin,other,main-java,Fix dynamic account selection for journal template execution
7b52180a5,2025-12-07,21,Endy Muhardin,fix,templates,fix: replace T(Math).min() with ternary in Thymeleaf templates
1a1c2ff4c,2025-12-07,20,Endy Muhardin,feat,test,feat: add rich test data for user manual screenshots
e26ec6adc,2025-12-07,18,Endy Muhardin,ci,docs,ci: add automated release workflow with release notes
0019fe755,2025-12-07,18,Endy Muhardin,ci,ci,ci: restrict CI and user manual workflows to main branch only
cc2518b7a,2025-12-07,18,Endy Muhardin,feat,main-java,feat: add HTML error pages and consolidate exception handling
09c9f2e90,2025-12-07,15,Endy Muhardin,refactor,ci,refactor: use SpringBootTest for user manual screenshot capture
e3fb4da0e,2025-12-07,7,Claude,fix,ci,fix: include test classpath for spring-boot:run
d2a7cd059,2025-12-07,6,Claude,fix,test,fix: use test migrations for screenshot sample data
26f6a7b2b,2025-12-07,6,Claude,fix,test,fix: use list pages for screenshots when detail data unavailable
d16ce5f81,2025-12-07,5,Claude,fix,docs,fix: correct screenshot paths in user manual
1356b9ccf,2025-12-07,5,Claude,docs,docs,docs: add inline screenshots to all remaining user manual files
244ca9369,2025-12-07,4,Claude,docs,docs,docs: add inline screenshots at each step in user manual
4fa047606,2025-12-07,4,Claude,docs,docs,docs: add detailed beginner-friendly instructions to user manual
5709402d5,2025-12-07,3,Claude,docs,docs,docs: reorganize user manual from basic to advanced features
b4af9cbb3,2025-12-06,22,Endy Muhardin,release,build-other,release: 2025.12-RELEASE - First GA release
ae2a11c70,2025-12-06,22,Endy Muhardin,fix,test,fix: load git.properties for version info display on about page
117a3bfa5,2025-12-06,19,Endy Muhardin,refactor,test,refactor: replace brittle test locators with stable ID-based selectors
b52a1384f,2025-12-06,19,Endy Muhardin,docs,docs,docs: update documentation to reflect Phase 5 and 6 status
e66ddfd76,2025-12-06,18,Endy Muhardin,other,build-other,logo artivisi
87ef92426,2025-12-06,18,Endy Muhardin,fix,test,fix: add company logo to export/import and fix flaky tests
1c44a9d0c,2025-12-06,17,Endy Muhardin,feat,test,feat: add DETAILED template variable support and manual journal template
130982a75,2025-12-06,16,Endy Muhardin,fix,main-java,fix: correct encryption key env var and add TELEGRAM_MANAGE to ADMIN/OWNER
73abb5d1e,2025-12-06,10,Endy Muhardin,fix,main-java,fix: improve error logging - use appropriate levels without stack traces
798502dbe,2025-12-06,10,Endy Muhardin,fix,deploy,fix: enable HSTS header in nginx SSL configuration
be7415390,2025-12-06,9,Endy Muhardin,docs,docs,docs: mark sensitive data in error messages test as complete
46b28cb4c,2025-12-06,9,Endy Muhardin,test,test,test: add Input Validation security tests for oversized files and SSTI
b760ca90d,2025-12-06,9,Endy Muhardin,test,test,"test: add Error Handling, Rate Limiting, and Audit Logging security tests"
92eb309c3,2025-12-06,9,Endy Muhardin,test,test,test: add Data Protection and Business Logic security tests
142373185,2025-12-06,8,Endy Muhardin,fix,test,fix: implement proper 403 access denied handling and fix authorization tests
1e2337417,2025-12-06,7,Endy Muhardin,test,test,test: add IDOR (Insecure Direct Object Reference) security tests
fd93014aa,2025-12-06,7,Endy Muhardin,test,test,test: add authorization and business logic security tests
2e7da8793,2025-12-06,7,Endy Muhardin,test,test,test: enhance security regression tests with actual assertions
997bc62fe,2025-12-06,7,Endy Muhardin,docs,docs,docs: reorganize and consolidate documentation
f18f86989,2025-12-06,6,Endy Muhardin,refactor,test,refactor: update ZAP client API to 1.16.0 and fix deprecated methods
558841a87,2025-12-06,6,Endy Muhardin,chore,docs,chore: remove obsolete security audit report
ef0fdf1d7,2025-12-06,6,Endy Muhardin,docs,docs,docs: add security policy and penetration testing checklist
390f77a61,2025-12-06,6,Endy Muhardin,fix,main-java,fix: disable CORS filter to resolve login form submission error
1acd6723a,2025-12-06,6,Endy Muhardin,test,test,test: add JUnit security unit tests
a41969f66,2025-12-06,6,Endy Muhardin,docs,docs,docs: update user manual with security documentation
a3222fc65,2025-12-06,4,Endy Muhardin,feat,templates,feat: add data subject rights UI for GDPR/UU PDP compliance
c07ab8420,2025-12-06,4,Endy Muhardin,test,test,test: add comprehensive tests for GDPR/UU PDP data subject rights
6512b6a2f,2025-12-06,4,Endy Muhardin,fix,test,fix: resolve AuditLogViewerTest isolation issue with @DirtiesContext
c98249149,2025-12-05,22,Endy Muhardin,feat,deploy,feat: add document encryption key deployment via systemd EnvironmentFile
c1c5e6b11,2025-12-05,22,Endy Muhardin,fix,deploy,fix: improve PostgreSQL SSL verification and document security requirements
158e353e5,2025-12-05,22,Endy Muhardin,other,docs,delete obsolete file
a07ba6f5f,2025-12-05,16,Endy Muhardin,feat,test,feat: add security audit log viewer and settings audit logging
d3f9ecbfa,2025-12-05,15,Endy Muhardin,feat,deploy,feat: add security hardening in Ansible deployment
bb2df620e,2025-12-05,15,Endy Muhardin,docs,docs,docs: update Data in Transit Protection checklist
5b78e4608,2025-12-05,15,Endy Muhardin,feat,build-other,feat: enable SSL for PostgreSQL database connections
2544c9c66,2025-12-05,15,Endy Muhardin,feat,test,feat: implement document storage encryption with AES-256-GCM
9e9879e38,2025-12-05,14,Endy Muhardin,docs,docs,docs: update Phase 6.9 security testing checklist
7cf506f72,2025-12-05,14,Endy Muhardin,fix,test,fix(test): correct routes and selectors in SecurityRegressionTest
c44fd7400,2025-12-05,1,Claude,fix,test,fix: make DAST tests CI-only by default
0181821f4,2025-12-05,1,Claude,fix,build-other,fix: exclude DAST tests from default test runs
c09fbef41,2025-12-05,1,Claude,refactor,ci,refactor: simplify DAST workflow to use Spring-integrated approach only
2fcbdde19,2025-12-05,0,Claude,feat,test,feat: add Spring-integrated OWASP ZAP DAST testing
cf191e862,2025-12-05,0,Claude,feat,ci,feat: add comprehensive DevSecOps security testing pipeline
41a363ffc,2025-12-05,13,Endy Muhardin,fix,test,fix(test): reset admin password after data import in FullDataExportImportTest
65954a405,2025-12-05,8,Endy Muhardin,feat,main-java,feat(security): implement Phase 6 security hardening
fe2ce1e33,2025-12-05,8,Endy Muhardin,feat,main-java,feat(security): implement Phase 6 security hardening
6392f74fc,2025-12-05,0,Claude,docs,docs,docs: add comprehensive data state security coverage
495d034a7,2025-12-05,0,Claude,docs,docs,docs: add GDPR/UU PDP compliance requirements
4a0748163,2025-12-05,0,Claude,docs,docs,docs: add Phase 6 Security Hardening to implementation plan
c04d1a706,2025-12-05,0,Claude,docs,docs,docs: add comprehensive security audit report
2262ddc4d,2025-12-05,5,Endy Muhardin,chore,build-other,chore: expand sonar exclusions for Thymeleaf fragment patterns
a66043405,2025-12-05,5,Endy Muhardin,chore,build-other,chore: expand sonar exclusions for Thymeleaf fragment patterns
291bf2a01,2025-12-05,5,Endy Muhardin,fix,test,fix: address SonarCloud reliability bugs and update exclusions
ea8e0f745,2025-12-05,4,Endy Muhardin,refactor,main-java,refactor: replace RuntimeException with custom ReportGenerationException
55b616d4d,2025-12-05,4,Endy Muhardin,refactor,main-java,refactor: address SonarCloud critical/major code quality issues
db32304d6,2025-12-05,4,Endy Muhardin,fix,main-java,fix: address SonarCloud security hotspots and code quality issues
bef3397de,2025-12-05,4,Endy Muhardin,feat,templates,feat: add amortization dashboard widget with pending/overdue/due counts
3d681fe19,2025-12-05,4,Endy Muhardin,chore,deploy,chore: update ansible config for newer ansible-core compatibility
9ef950537,2025-12-05,4,Endy Muhardin,feat,test,feat: add PDF/Excel exports and functional tests for inventory/depreciation reports
87a210043,2025-12-04,23,Endy Muhardin,fix,build-other,fix: change Saldo Awal Tahun template category from ADJUSTMENT to TRANSFER
35a89a9ba,2025-12-04,23,Endy Muhardin,feat,test,feat: implement milestone overdue detection with functional test
e205c514b,2025-12-04,22,Endy Muhardin,feat,templates,feat: implement Phase 5.5 Sales Integration with margin display
7ccb129e9,2025-12-04,22,Endy Muhardin,feat,main-java,feat: implement Phase 5.4 Simple Production (BOM)
cc657bf9c,2025-12-04,13,Endy Muhardin,docs,docs,docs: update documentation for transaction-centric architecture
488c19e3e,2025-12-04,10,Endy Muhardin,refactor,test,refactor: consolidate to transaction-centric architecture
1c3894480,2025-12-03,22,Claude,refactor,main-java,refactor: update queries and code to use Transaction fields
dc0343de3,2025-12-03,22,Claude,feat,main-java,feat: add computed getters to JournalEntry for Transaction delegation
29c395380,2025-12-03,22,Claude,refactor,main-java,refactor: remove per-line description in JournalEntryController
3db0f19b7,2025-12-03,22,Claude,refactor,main-java,refactor: implement Transaction as header for journal entries
9e6265653,2025-12-04,5,Endy Muhardin,fix,test,fix: TaxExportTest fails when test data spans month boundaries
1b38d5faa,2025-12-04,4,Endy Muhardin,feat,main-java,feat: add auto-journal generation and inventory reports (Phase 5.2-5.3)
